token,clean_token,is_short_token,has_repeated_char_pattern,has_nonstandard_chars,is_probable_name,is_probable_filler,quality_flags,min_count_all_labels,max_count_all_labels,mean_count_all_labels,count_ratio_max_to_min,count_cv_all_labels,range_cosine_similarity,range_cosine_distance,adjacent_distance_mean,adjacent_distance_sum,adjacent_distance_max,dominant_jump_pair,one_step_dominance,count_1960_1969,count_1970_1979,count_1980_1989,count_1990_1999,count_2000_2009,count_2010_2019,cos_1960_1969__to__1970_1979,cos_1970_1979__to__1980_1989,cos_1980_1989__to__1990_1999,cos_1990_1999__to__2000_2009,cos_2000_2009__to__2010_2019,dist_1960_1969__to__1970_1979,dist_1970_1979__to__1980_1989,dist_1980_1989__to__1990_1999,dist_1990_1999__to__2000_2009,dist_2000_2009__to__2010_2019
partner,True,False,False,False,False,False,,100,7408,1817.1666666666667,74.08,1.4071684498688868,0.26302066445350647,0.7369793355464935,0.5014294445514679,2.5071472227573395,0.5731776356697083,1980_1989__to__1990_1999,0.2286174622961839,100,220,415,1129,1631,7408,0.5238267183303833,0.512116014957428,0.42682236433029175,0.4826800525188446,0.5474076271057129,0.4761732816696167,0.487883985042572,0.5731776356697083,0.5173199474811554,0.4525923728942871
lean,True,False,False,False,False,False,,220,60080,11481.0,273.09090909090907,1.898396296635263,0.263969749212265,0.736030250787735,0.35044063329696656,1.7522031664848328,0.40854591131210327,1960_1969__to__1970_1979,0.23316126755535097,220,628,890,1903,5165,60080,0.5914540886878967,0.6743001937866211,0.6726763844490051,0.6493553519248962,0.660010814666748,0.40854591131210327,0.3256998062133789,0.3273236155509949,0.35064464807510376,0.33998918533325195
dan,True,False,False,False,False,False,,137,5659,1292.6666666666667,41.306569343065696,1.5266737871108995,0.26447030901908875,0.7355296909809113,0.5675550103187561,2.8377750515937805,0.684632807970047,1960_1969__to__1970_1979,0.24125689863456107,137,233,201,549,977,5659,0.315367192029953,0.44880613684654236,0.3973258137702942,0.4578257203102112,0.5429000854492188,0.684632807970047,0.5511938631534576,0.6026741862297058,0.5421742796897888,0.45709991455078125
lane,True,False,False,False,False,False,,275,37998,7594.0,138.17454545454547,1.800188653665276,0.2652999758720398,0.7347000241279602,0.37352163791656495,1.8676081895828247,0.45347028970718384,1980_1989__to__1990_1999,0.24280804305558187,275,391,731,1726,4443,37998,0.6616503000259399,0.6196476221084595,0.5465297102928162,0.6132912635803223,0.6912729144096375,0.33834969997406006,0.3803523778915405,0.45347028970718384,0.38670873641967773,0.30872708559036255
sandy,True,False,False,False,False,False,,119,2245,583.3333333333334,18.865546218487395,1.291161666476972,0.2658715844154358,0.7341284155845642,0.5593116819858551,2.7965584099292755,0.6354649066925049,1960_1969__to__1970_1979,0.22723105100764754,119,187,155,305,489,2245,0.3645350933074951,0.4949069023132324,0.4014663100242615,0.4459293782711029,0.49660390615463257,0.6354649066925049,0.5050930976867676,0.5985336899757385,0.5540706217288971,0.5033960938453674
puff,True,False,False,False,False,False,,105,12013,2720.8333333333335,114.4095238095238,1.5581079510698062,0.2661294639110565,0.7338705360889435,0.4448649942874908,2.2243249714374542,0.5411340296268463,1960_1969__to__1970_1979,0.2432801126523982,152,105,206,1448,2401,12013,0.4588659703731537,0.5147395730018616,0.5181077718734741,0.5730464458465576,0.7109152674674988,0.5411340296268463,0.4852604269981384,0.4818922281265259,0.4269535541534424,0.2890847325325012
jive,True,False,False,False,False,False,,135,1913,817.0,14.170370370370371,0.6593407770068629,0.2664721608161926,0.7335278391838074,0.4659949362277985,2.3299746811389923,0.5291771590709686,1990_1999__to__2000_2009,0.22711712850556984,135,684,590,745,835,1913,0.5059723854064941,0.5734090805053711,0.5460530519485474,0.47082284092903137,0.5737679600715637,0.49402761459350586,0.4265909194946289,0.45394694805145264,0.5291771590709686,0.4262320399284363
baba,True,False,False,False,False,False,,103,3133,701.5,30.41747572815534,1.5575181809046388,0.2677310109138489,0.7322689890861511,0.5129530131816864,2.564765065908432,0.6039683222770691,2000_2009__to__2010_2019,0.2354868016198378,103,158,205,171,439,3133,0.5201496481895447,0.45142343640327454,0.5563371181488037,0.5112930536270142,0.3960316777229309,0.4798503518104553,0.5485765635967255,0.4436628818511963,0.48870694637298584,0.6039683222770691
woo,True,False,False,False,False,False,,1182,57208,12421.333333333334,48.39932318104907,1.6208997915038263,0.26841750741004944,0.7315824925899506,0.5047304391860962,2.523652195930481,0.6739477813243866,1980_1989__to__1990_1999,0.26705256073367084,1182,2802,2239,3386,7711,57208,0.679145097732544,0.5259169936180115,0.3260522186756134,0.37035223841667175,0.5748812556266785,0.32085490226745605,0.4740830063819885,0.6739477813243866,0.6296477615833282,0.42511874437332153
duck,True,False,False,False,False,False,,126,14814,3471.6666666666665,117.57142857142857,1.492988346090396,0.2741298973560333,0.7258701026439667,0.46497827768325806,2.3248913884162903,0.6346005499362946,1970_1979__to__1980_1989,0.27295922428814307,126,198,610,1945,3137,14814,0.49151697754859924,0.36539945006370544,0.5191470384597778,0.5882817506790161,0.7107633948326111,0.5084830224514008,0.6346005499362946,0.48085296154022217,0.4117182493209839,0.2892366051673889
